@UTF8
@PID:	11312/c-00015419-1
*LOI:	mm (.) I think so . 2413475_2416612
%mor:	intj|mm pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 adv|so .
%gra:	1|3|DISCOURSE 2|3|NSUBJ 3|4|ROOT 4|3|ADVMOD 5|3|PUNCT
*PAT:	that's the children's bedroom . 2416612_2418692
%mor:	pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|child-Plur~part|s noun|bedroom .
%gra:	1|6|NSUBJ 2|6|COP 3|4|DET 4|6|NMOD-POSS 5|4|CASE 6|6|ROOT 7|6|PUNCT
*LOI:	mhm . 2418692_2419180
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	what('s) this . 2419180_2420821
%mor:	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 .
%gra:	1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT
%int:	rising
%com:	<aft> untranscribed adult conversation
*LOI:	I can't see (.) hm: (.) is it the living room maybe ? 2420821_2429631
%mor:	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|see-Inf-S intj|hm aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 det|the-Def-Art noun|living noun|room adv|maybe ?
%gra:	1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|11|ROOT 5|4|OBJ 6|7|COP 7|4|CCOMP 8|10|DET 9|10|COMPOUND 10|11|COMPOUND 11|4|CCOMP 12|4|PUNCT
*CHI:	no (.) we can make it the living room . 2429631_2433044
%mor:	intj|no pron|we-Prs-Nom-P1 aux|can-Fin-S verb|make-Inf-S pron|it-Prs-Acc-S3 det|the-Def-Art noun|living noun|room .
%gra:	1|4|DISCOURSE 2|4|NSUBJ 3|4|AUX 4|8|ROOT 5|4|OBJ 6|8|DET 7|8|COMPOUND 8|4|XCOMP 9|4|PUNCT
*LOI:	yeah (.) I think it is . 2433044_2433678
%mor:	intj|yeah pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
%gra:	1|3|DISCOURSE 2|3|NSUBJ 3|5|ROOT 4|5|NSUBJ 5|3|CCOMP 6|3|PUNCT
*CHI:	yeah (.) where's the tv +... 2433678_2436799
%mor:	intj|yeah adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|TV +...
%gra:	1|2|DISCOURSE 2|5|ROOT 3|2|COP 4|5|DET 5|2|NSUBJ 6|2|PUNCT
%int:	rising
*LOI:	that's a good question . 2436799_2441204
%mor:	pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|good-Pos-S1 noun|question .
%gra:	1|5|NSUBJ 2|5|COP 3|5|DET 4|5|AMOD 5|5|ROOT 6|5|PUNCT
*CHI:	is in living room there's a fire . 2441204_2443609
%mor:	aux|be-Fin-Ind-Pres-S3 adp|in noun|living noun|room pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|fire .
%gra:	1|6|COP 2|4|CASE 3|4|COMPOUND 4|6|OBL 5|6|EXPL 6|8|ROOT 7|8|DET 8|6|NSUBJ 9|6|PUNCT
*LOI:	yeah (.) who else has a fire ? 2443609_2445787
%mor:	intj|yeah pron|who-Rel-S1 adv|else verb|have-Fin-Ind-Pres-S3 det|a-Ind-Art noun|fire ?
%gra:	1|4|DISCOURSE 2|4|NSUBJ 3|2|ADVMOD 4|6|ROOT 5|6|DET 6|4|OBJ 7|4|PUNCT
*CHI:	I do (.) I'm gonna show you (.) I'm xxx (.) right there . 2445787_2451200
%mor:	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1 pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|gonna verb|show-Inf-S pron|you-Prs-Acc-S2 pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|right adv|there .
%gra:	1|2|NSUBJ 2|6|REPARANDUM 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|11|ROOT 7|6|IOBJ 8|11|NSUBJ 9|11|COP 10|11|ADVMOD 11|6|CCOMP 12|6|PUNCT
*LOI:	yeah (.) that's nice fire place +... 2451200_2455215
%mor:	intj|yeah pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|nice-Pos-S1 noun|fire noun|place +...
%gra:	1|6|DISCOURSE 2|6|NSUBJ 3|6|COP 4|6|AMOD 5|6|COMPOUND 6|6|ROOT 7|6|PUNCT
*CHI:	it's got big logs . 2455215_2459961
%mor:	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S adj|big-Pos-S1 noun|log-Plur .
%gra:	1|3|NSUBJ-PASS 2|3|AUX-PASS 3|5|ROOT 4|5|AMOD 5|3|OBJ 6|3|PUNCT
*PAT:	mhm . 2459961_2460595
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	that one's got two [?] logs . 2460595_2463618
%mor:	sconj|that pron|one-Prs-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S num|two noun|log-Plur .
%gra:	1|4|MARK 2|4|NSUBJ 3|4|AUX 4|6|ROOT 5|6|NUMMOD 6|4|OBJ 7|4|PUNCT
*LOI:	yeah (.) mhm . 2463618_2464870
%mor:	intj|yeah intj|mhm .
%gra:	1|2|DISCOURSE 2|2|ROOT 3|2|PUNCT
%act:	<aft> Lois and Peter walking
%com:	<aft> break in interaction
*CHI:	know what you do . 2464870_2470087
%mor:	verb|know-Fin-Imp-S pron|what-Rel-S1 pron|you-Prs-Nom-S2 verb|do-Fin-Ind-Pres-S2 .
%gra:	1|4|ROOT 2|1|OBJ 3|4|NSUBJ 4|2|ACL-RELCL 5|1|PUNCT
%int:	rising
*LOI:	what ? 2470087_2471095
%mor:	pron|what-Int-S1 ?
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	go rrr@o (.) xxx . 2471095_2478685
%mor:	verb|go-Fin-Imp-S noun|rrr .
%gra:	1|2|ROOT 2|1|OBJ 3|1|PUNCT
%act:	opening and closing fire place screen
*PAT:	what's that for ? 2478685_2479157
%mor:	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem-S1 adp|for ?
%gra:	1|4|ROOT 2|1|COP 3|1|NSUBJ 4|1|CASE 5|1|PUNCT
*CHI:	it's for the fireplace . 2479157_2481367
%mor:	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|for det|the-Def-Art noun|fireplace .
%gra:	1|5|NSUBJ 2|5|COP 3|5|CASE 4|5|DET 5|5|ROOT 6|5|PUNCT
*PAT:	no (.) what does it do for the fireplace ? 2481367_2483188
%mor:	intj|no pron|what-Int-S1 aux|do-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 verb|do-Inf-S adp|for det|the-Def-Art noun|fireplace ?
%gra:	1|5|DISCOURSE 2|5|OBJ 3|5|AUX 4|5|NSUBJ 5|8|ROOT 6|8|CASE 7|8|DET 8|5|OBL 9|5|PUNCT
*CHI:	it does +... 2483188_2484553
%mor:	pron|it-Prs-Nom-S3 verb|do-Fin-Ind-Pres-S3 +...
%gra:	1|2|NSUBJ 2|2|ROOT 3|2|PUNCT
*MOT:	I think it's broken honey . 2484553_2486439
%mor:	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S noun|honey .
%gra:	1|2|NSUBJ 2|6|ROOT 3|6|NSUBJ 4|6|COP 5|6|AMOD 6|2|CCOMP 7|2|PUNCT
*CHI:	zmm@o . 2486439_2488324
%mor:	noun|zmm .
%gra:	1|1|ROOT 2|1|PUNCT
%act:	opening screen
*PAT:	do you know why it's there ? 2488324_2489446
%mor:	aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|know-Inf-S adv|why pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|there ?
%gra:	1|3|AUX 2|3|NSUBJ 3|7|ROOT 4|7|ADVMOD 5|7|NSUBJ 6|7|COP 7|3|CCOMP 8|3|PUNCT
*CHI:	yeah (.) (be)cause why . 2489446_2490957
%mor:	intj|yeah sconj|because adv|why .
%gra:	1|3|ROOT 2|3|MARK 3|1|ADVMOD 4|1|PUNCT
%int:	rising
*PAT:	to protect you . 2490957_2492810
%mor:	part|to verb|protect-Inf-S pron|you-Prs-Acc-S2 .
%gra:	1|2|MARK 2|3|ROOT 3|2|OBJ 4|2|PUNCT
*CHI:	no . 2492810_2494176
%mor:	intj|no .
%gra:	1|1|ROOT 2|1|PUNCT
*MOT:	that's a screen she's talking about . 2494176_2496679
%mor:	pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|screen pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|talk-Part-Pres-S adp|about .
%gra:	1|4|NSUBJ 2|4|COP 3|4|DET 4|8|ROOT 5|7|NSUBJ 6|7|AUX 7|4|ACL-RELCL 8|7|OBL 9|4|PUNCT
*PAT:	mhm . 2496679_2497491
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	what is this . 2497491_2498694
%mor:	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 .
%gra:	1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT
%int:	rising
*PAT:	so the fire won't come out . 2498694_2500190
%mor:	adv|so det|the-Def-Art noun|fire aux|will-Fin-S~part|not verb|come-Inf-S adv|out .
%gra:	1|6|ADVMOD 2|3|DET 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|7|ROOT 7|6|ADVMOD 8|6|PUNCT
*CHI:	huh . 2500190_2501002
%mor:	intj|huh .
%gra:	1|1|ROOT 2|1|PUNCT
%int:	rising
*PAT:	so the logs won't roll out on the floor . 2501002_2502611
%mor:	adv|so det|the-Def-Art noun|log-Plur aux|will-Fin-S~part|not verb|roll-Inf-S adp|out adp|on det|the-Def-Art noun|floor .
%gra:	1|6|ADVMOD 2|3|DET 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|10|ROOT 7|6|COMPOUND-PRT 8|10|CASE 9|10|DET 10|6|OBL 11|6|PUNCT
*CHI:	(be)cause why . 2502611_2503667
%mor:	sconj|because adv|why .
%gra:	1|2|MARK 2|2|ROOT 3|2|PUNCT
%int:	rising
*PAT:	(be)cause that's why the screen's there . 2503667_2505569
%mor:	sconj|because pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adv|why det|the-Def-Art noun|screen~aux|be-Fin-Ind-Pres-S3 adv|there .
%gra:	1|4|MARK 2|4|NSUBJ 3|4|COP 4|8|ROOT 5|6|DET 6|8|NSUBJ 7|8|COP 8|4|ADVCL-RELCL 9|4|PUNCT
*CHI:	that's why this is there . 2505569_2508300
%mor:	pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adv|why pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adv|there .
%gra:	1|3|NSUBJ 2|3|COP 3|6|ROOT 4|6|NSUBJ 5|6|COP 6|3|ADVCL-RELCL 7|3|PUNCT
%int:	rising
*PAT:	the screen (.) uhhuh . 2508300_2509649
%mor:	det|the-Def-Art noun|screen intj|uhhuh .
%gra:	1|2|DET 2|3|ROOT 3|2|DISCOURSE 4|2|PUNCT
*CHI:	this . 2509649_2510380
%mor:	pron|this-Dem-S1 .
%gra:	1|1|ROOT 2|1|PUNCT
%int:	rising
*PAT:	well that's sposta open it but it's broken . 2510380_2513355
%mor:	intj|well pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adv|sposta verb|open-Inf-S pron|it-Prs-Acc-S3 cconj|but pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S .
%gra:	1|5|DISCOURSE 2|5|NSUBJ 3|5|AUX 4|5|ADVMOD 5|10|ROOT 6|5|OBJ 7|10|CC 8|10|NSUBJ-PASS 9|10|AUX-PASS 10|5|CONJ 11|5|PUNCT
*MOT:	yeah . 2513355_2513810
%mor:	intj|yeah .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	that's sposta make it open . 2513810_2519027
%mor:	pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 noun|sposta verb|make-Inf-S pron|it-Prs-Acc-S3 adj|open-Pos-S1 .
%gra:	1|3|NSUBJ 2|3|COP 3|6|ROOT 4|3|PARATAXIS 5|4|OBJ 6|4|XCOMP 7|3|PUNCT
%int:	rising
*PAT:	mhm . 2519027_2519580
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	(be)cause why . 2519580_2520929
%mor:	sconj|because adv|why .
%gra:	1|2|MARK 2|2|ROOT 3|2|PUNCT
%int:	rising
*PAT:	so you can put more logs in (.) and clean it out when it needs to be cleaned . 2520929_2527106
%mor:	adv|so pron|you-Prs-Nom-S2 aux|can-Fin-S verb|put-Inf-S adj|more-Cmp-S1 noun|log-Plur adv|in cconj|and verb|clean-Inf-S pron|it-Prs-Acc-S3 adp|out adv|when pron|it-Prs-Nom-S3 verb|need-Fin-Ind-Pres-S3 part|to aux|be-Inf-S verb|clean-Part-Past-S .
%gra:	1|4|ADVMOD 2|4|NSUBJ 3|4|AUX 4|17|ROOT 5|6|AMOD 6|4|OBJ 7|4|COMPOUND-PRT 8|9|CC 9|4|CONJ 10|9|OBJ 11|9|COMPOUND-PRT 12|14|ADVMOD 13|14|NSUBJ 14|9|ADVCL 15|17|MARK 16|17|AUX-PASS 17|14|XCOMP 18|4|PUNCT
*CHI:	who broke it . 2527106_2529349
%mor:	pron|who-Rel-S1 verb|break-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 .
%gra:	1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT
%int:	rising
*PAT:	I don't know . 2529349_2531023
%mor:	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
%gra:	1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT
*MOT:	it's probably the way it came . 2531023_2532226
%mor:	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|probably det|the-Def-Art noun|way pron|it-Prs-Nom-S3 verb|come-Fin-Ind-Past-S3 .
%gra:	1|5|NSUBJ 2|5|COP 3|5|ADVMOD 4|5|DET 5|7|ROOT 6|7|NSUBJ 7|5|ACL-RELCL 8|5|PUNCT
*CHI:	oh there was a big bad wolf in here last night and he brought that pole and he broke it . 2532226_2539524
%mor:	intj|oh pron|there-Int-S1 verb|be-Fin-Ind-Past-S3 det|a-Ind-Art adj|big-Pos-S1 adj|bad-Pos-S1 noun|wolf adp|in adv|here adj|last-Pos-S1 noun|night cconj|and pron|he-Prs-Nom-S3 verb|bring-Fin-Ind-Past-S3 det|that-Def-Dem noun|pole cconj|and pron|he-Prs-Nom-S3 verb|break-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 .
%gra:	1|3|DISCOURSE 2|3|EXPL 3|20|ROOT 4|7|DET 5|7|AMOD 6|7|AMOD 7|3|NSUBJ 8|9|CASE 9|3|OBL 10|11|AMOD 11|3|OBL-TMOD 12|14|CC 13|14|NSUBJ 14|3|CONJ 15|16|DET 16|14|OBJ 17|19|CC 18|19|NSUBJ 19|3|CONJ 20|19|OBJ 21|3|PUNCT
*PAT:	think the big bad wolf broke it huh ? 2539524_2541751
%mor:	verb|think-Fin-Imp-S det|the-Def-Art adj|big-Pos-S1 adj|bad-Pos-S1 noun|wolf verb|break-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 intj|huh ?
%gra:	1|8|ROOT 2|5|DET 3|5|AMOD 4|5|AMOD 5|6|NSUBJ 6|1|CCOMP 7|6|OBJ 8|6|OBJ 9|1|PUNCT
*CHI:	yeah (.) father broke it (be)cause he's the big bad wolf . 2541751_2545050
%mor:	intj|yeah noun|father verb|break-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 sconj|because pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art adj|big-Pos-S1 adj|bad-Pos-S1 noun|wolf .
%gra:	1|3|DISCOURSE 2|3|NSUBJ 3|11|ROOT 4|3|OBJ 5|11|MARK 6|11|NSUBJ 7|11|COP 8|11|DET 9|11|AMOD 10|11|AMOD 11|3|ADVCL 12|3|PUNCT
*CHI:	<he goes> [/] he goes bhh@o (.) bhh@o (.) bhh@o (.) bhh@o . 2545050_2553779
%mor:	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 intj|bhh intj|bhh intj|bhh intj|bhh .
%gra:	1|2|NSUBJ 2|6|ROOT 3|2|DISCOURSE 4|2|DISCOURSE 5|2|DISCOURSE 6|2|DISCOURSE 7|2|PUNCT
%par:	<aft> Patsy , Mother and Lois laugh
*MOT:	I just put your stuff in there because I +... 2553779_2555501
%mor:	pron|I-Prs-Nom-S1 adv|just verb|put-Fin-Ind-Pres-S1 pron|your-Prs-Gen-S2 noun|stuff adp|in adv|there sconj|because pron|I-Prs-Nom-S1 +...
%gra:	1|3|NSUBJ 2|3|ADVMOD 3|9|ROOT 4|5|NMOD-POSS 5|3|OBJ 6|7|CASE 7|3|OBL 8|9|MARK 9|3|ADVCL 10|3|PUNCT
*PAT:	<thank_you (.) thank_you> [>] . 2555501_2556379
%mor:	noun|thankyou noun|thankyou .
%gra:	1|2|COMPOUND 2|2|ROOT 3|2|PUNCT
*CHI:	<put it there (..)> [<] I'll <pick up all the> [//] take it all the crumbs in . 2556379_2564587
%mor:	verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|there pron|I-Prs-Nom-S1~aux|will-Fin-S verb|take-Inf-S pron|it-Prs-Acc-S3 det|all-Def det|the-Def-Art noun|crumb-Plur adp|in .
%gra:	1|11|ROOT 2|1|OBJ 3|1|ADVMOD 4|6|NSUBJ 5|6|AUX 6|1|PARATAXIS 7|6|OBJ 8|10|DET-PREDET 9|10|DET 10|6|OBJ 11|6|OBL 12|1|PUNCT
*PAT:	you got all the crumbs in ? 2564587_2568261
%mor:	pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Past-S2 det|all-Def det|the-Def-Art noun|crumb-Plur adv|in ?
%gra:	1|2|NSUBJ 2|6|ROOT 3|5|DET-PREDET 4|5|DET 5|2|OBJ 6|2|ADVMOD 7|2|PUNCT
*CHI:	yeah . 2568261_2569025
%mor:	intj|yeah .
%gra:	1|1|ROOT 2|1|PUNCT
%par:	laughs
%int:	rising
*CHI:	<you &~wan> [/] you wanna put the people in . 2569025_2577168
%mor:	pron|you-Prs-Nom-S2 aux|wanna-Fin-Ind-Pres-S2 verb|put-Inf-S det|the-Def-Art noun|person-Plur adv|in .
%gra:	1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|5|DET 5|3|OBJ 6|3|ADVMOD 7|3|PUNCT
*LOI:	mhm . 2577168_2577818
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	oh (.) let me show you how you put the people in . 2577818_2582694
%mor:	intj|oh verb|let-Fin-Imp-S pron|I-Prs-Acc-S1 verb|show-Inf-S pron|you-Prs-Acc-S2 adv|how pron|you-Prs-Nom-S2 verb|put-Fin-Ind-Pres-S2 det|the-Def-Art noun|person-Plur adp|in .
%gra:	1|2|DISCOURSE 2|11|ROOT 3|2|OBJ 4|2|XCOMP 5|4|IOBJ 6|8|ADVMOD 7|8|NSUBJ 8|4|CCOMP 9|10|DET 10|8|OBJ 11|8|OBL 12|2|PUNCT
*LOI:	okay . 2582694_2583426
%mor:	intj|okay .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	mm (.) down you go (.) right there . 2583426_2587587
%mor:	intj|mm adv|down pron|you-Prs-Nom-S2 verb|go-Fin-Ind-Pres-S2 adv|right adv|there .
%gra:	1|4|DISCOURSE 2|4|ADVMOD 3|4|NSUBJ 4|6|ROOT 5|6|ADVMOD 6|4|ADVMOD 7|4|PUNCT
*LOI:	is that a people ? 2587587_2588302
%mor:	aux|be-Fin-Ind-Pres-S3 sconj|that det|a-Ind-Art noun|person-Plur ?
%gra:	1|4|ROOT 2|4|DET 3|4|DET 4|1|NSUBJ 5|1|PUNCT
*CHI:	yes (.) in the living room (.) know what this is . 2588302_2593942
%mor:	intj|yes adp|in det|the-Def-Art noun|living noun|room verb|know-Fin-S pron|what-Rel-S1 pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .
%gra:	1|6|DISCOURSE 2|5|CASE 3|5|DET 4|5|COMPOUND 5|6|OBL 6|9|ROOT 7|6|OBJ 8|9|NSUBJ 9|7|ACL-RELCL 10|6|PUNCT
%int:	<6w-9w> rising
*LOI:	which ? 2593942_2595161
%mor:	pron|which-Int-S1 ?
%gra:	1|1|ROOT 2|1|PUNCT
*LOI:	(.) what ? 2595161_2595844
%mor:	pron|what-Int-S1 ?
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	the tv room . 2595844_2597372
%mor:	det|the-Def-Art noun|TV noun|room .
%gra:	1|3|DET 2|3|COMPOUND 3|3|ROOT 4|3|PUNCT
*LOI:	oh . 2597372_2598022
%mor:	intj|oh .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	oh (.) oh (.) it's the kitchen . 2598022_2599712
%mor:	intj|oh intj|oh pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|kitchen .
%gra:	1|6|DISCOURSE 2|6|DISCOURSE 3|6|NSUBJ 4|6|COP 5|6|DET 6|6|ROOT 7|6|PUNCT
*LOI:	yeah (.) it's the kitchen . 2599712_2600817
%mor:	intj|yeah pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|kitchen .
%gra:	1|5|DISCOURSE 2|5|NSUBJ 3|5|COP 4|5|DET 5|5|ROOT 6|5|PUNCT
*LOI:	how do you know it's the kitchen ? 2600817_2601630
%mor:	adv|how aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|know-Inf-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|kitchen ?
%gra:	1|4|ADVMOD 2|4|AUX 3|4|NSUBJ 4|8|ROOT 5|8|NSUBJ 6|8|COP 7|8|DET 8|4|CCOMP 9|4|PUNCT
*CHI:	(be)cause (.) there's something right there . 2601630_2605092
%mor:	sconj|because pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 pron|something-Ind-S1 adj|right-Pos-S1 adv|there .
%gra:	1|3|MARK 2|3|EXPL 3|6|ROOT 4|3|NSUBJ 5|4|AMOD 6|3|ADVMOD 7|3|PUNCT
*CHI:	there's something new (.) and there's some bottles (.) for [//] and there's a door you open . 2605092_2614763
%mor:	pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 pron|something-Ind-S1 adj|new-Pos-S1 cconj|and pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|some-Def noun|bottle-Plur cconj|and pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|door pron|you-Prs-Nom-S2 verb|open-Fin-Ind-Pres-S2 .
%gra:	1|2|EXPL 2|16|ROOT 3|2|NSUBJ 4|3|AMOD 5|7|CC 6|7|EXPL 7|2|CONJ 8|9|DET 9|7|NSUBJ 10|12|CC 11|12|EXPL 12|2|CONJ 13|14|DET 14|12|NSUBJ 15|16|NSUBJ 16|14|ACL-RELCL 17|2|PUNCT
*LOI:	I think that's a refrigerator . 2614763_2616941
%mor:	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|refrigerator .
%gra:	1|2|NSUBJ 2|6|ROOT 3|6|NSUBJ 4|6|COP 5|6|DET 6|2|CCOMP 7|2|PUNCT
*CHI:	well there's a fireplace in their (.) kitchen (.) see . 2616941_2622256
%mor:	intj|well pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|fireplace adp|in pron|their-Prs-Gen-P3 noun|kitchen noun|see .
%gra:	1|3|DISCOURSE 2|3|EXPL 3|9|ROOT 4|5|DET 5|3|NSUBJ 6|9|CASE 7|9|NMOD-POSS 8|9|COMPOUND 9|5|NMOD 10|3|PUNCT
%int:	<8w> rising
*LOI:	hm: (.) yeah . 2622256_2623410
%mor:	intj|hm intj|yeah .
%gra:	1|2|ROOT 2|1|DISCOURSE 3|1|PUNCT
*CHI:	yeah (.) oh my (.) the fireplace is in the wood +... 2623410_2627588
%mor:	intj|yeah intj|oh pron|my-Prs-Gen-S1 det|the-Def-Art noun|fireplace aux|be-Fin-Ind-Pres-S3 adp|in det|the-Def-Art noun|wood +...
%gra:	1|9|DISCOURSE 2|9|DISCOURSE 3|5|NMOD-POSS 4|5|DET 5|9|NSUBJ 6|9|COP 7|9|CASE 8|9|DET 9|9|ROOT 10|9|PUNCT
*CHI:	tv (.) come here (.) come here . 2627588_2635650
%mor:	noun|TV verb|come-Fin-Imp-S adv|here verb|come-Fin-Imp-S adv|here .
%gra:	1|2|NSUBJ 2|5|ROOT 3|2|ADVMOD 4|2|PARATAXIS 5|4|ADVMOD 6|2|PUNCT
*LOI:	wait a second . 2635650_2636284
%mor:	verb|wait-Fin-Imp-S det|a-Ind-Art noun|second .
%gra:	1|3|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
%act:	getting up
*CHI:	oh (.) no (.) no . 2636284_2639079
%mor:	intj|oh intj|no intj|no .
%gra:	1|2|DISCOURSE 2|3|ROOT 3|2|DISCOURSE 4|2|PUNCT
%add:	MOT who also got up
*MOT:	not me huh ? 2639079_2640136
%mor:	part|not pron|I-Prs-Acc-S1 intj|huh ?
%gra:	1|2|ADVMOD 2|3|ROOT 3|2|FLAT 4|2|PUNCT
*CHI:	no (.) xxx (.) xxx . 2640136_2642964
%mor:	intj|no .
%gra:	1|1|ROOT 2|1|PUNCT
*LOI:	I'm back . 2642964_2651075
%mor:	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|back .
%gra:	1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT
*CHI:	this is a (.) mommy room . 2651075_2653237
%mor:	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|mommy noun|room .
%gra:	1|5|NSUBJ 2|5|COP 3|5|DET 4|5|COMPOUND 5|5|ROOT 6|5|PUNCT
*LOI:	mhm . 2653237_2654358
%mor:	intj|mhm .
%gra:	1|1|ROOT 2|1|PUNCT
*CHI:	oh (.) where the tv room . 2654358_2657186
%mor:	intj|oh adv|where det|the-Def-Art noun|TV noun|room .
%gra:	1|5|DISCOURSE 2|5|ADVMOD 3|5|DET 4|5|COMPOUND 5|5|ROOT 6|5|PUNCT
%int:	rising
*LOI:	I don't think they have a tv room . 2657186_2659527
%mor:	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|think-Inf-S pron|they-Prs-Nom-P3 verb|have-Fin-Ind-Pres-P3 det|a-Ind-Art noun|TV noun|room .
%gra:	1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|9|ROOT 5|6|NSUBJ 6|4|CCOMP 7|9|DET 8|9|COMPOUND 9|6|OBJ 10|4|PUNCT
*CHI:	(be)cause why . 2659527_2660535
%mor:	sconj|because adv|why .
%gra:	1|2|MARK 2|2|ROOT 3|2|PUNCT
%int:	rising
*MOT:	well I think they use the living room as a tv room . 2660535_2664598
